■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2020-06-04,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2010~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
11635,편의점 알바와 비밀불륜,후지타 미카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11636,편의점 알바와의 정사,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11637,편의점 음란알바,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11638,평범한 유부녀의 본성,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-12-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11639,평범한 주부의 대낮불륜,사카타 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11640,평일낮의 아내 도촬,타카사카 유타,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11641,포레스트: 위험한 신고식,디제이 레드,,(주)퍼스트런,(주)퍼스트런,2018-08-21,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
11642,포장마차-무삭제판,최율권희,㈜리필름,,에이라인,2015-11-11,개봉영화,장편,한국,1,"5,000",1,"5,000",1,코미디,청소년관람불가,일반영화
11643,포토그래퍼,지헌,JK스튜디오,,(주)대양미디어,2017-02-10,개봉영화,장편,한국,1,"8,000",1,0,0,스릴러,청소년관람불가,일반영화
11644,폭력의 근원,티모시 우드워드 주니어,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,"3,000",1,0,0,범죄,청소년관람불가,일반영화
11645,폭발시켜주는 간호사,타카사카 카타오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11646,폭유 여관주인님,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11647,폭유! 가정교사,쿠보데라 카즈히토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11648,폭유녀의 가면정사,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11649,폭주미망인-다빌려드립니다,시즈미 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11650,폭풍우 : 죽을 때 까지 하고 싶어,마메자와 마메타로,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018-11-07,개봉영화,장편,일본,1,"1,000",1,0,0,,청소년관람불가,일반영화
11651,폴리캅,조 헨린,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-26,개봉영화,장편,미국,1,"2,000",1,0,0,드라마,전체관람가,일반영화
11652,폴터가이스트 액티비티,앤드류 존스,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2017-03-10,개봉영화,장편,영국,1,"7,000",1,"7,000",1,공포(호러),청소년관람불가,독립/예술영화
11653,풍만한 아내들의 속옷,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11654,풍만한 유부녀 제자,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11655,풍속녀 도촬성공,후지타 마키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11656,풍속업 교육녀,쿠라타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-09,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11657,퓨쳐 월드,"제임스 프랭코,브루스 티에리 청",,주식회사 풍경소리,주식회사 풍경소리,2018-11-08,개봉영화,장편,이탈리아,1,"2,000",1,"2,000",1,SF,15세이상관람가,일반영화
11658,프레셔,론 스캘펠로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2015-12-06,개봉영화,장편,영국,1,"10,000",1,0,0,공포(호러),청소년관람불가,일반영화
11659,프레지던트 테러 라이브,우베 볼,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-06,개봉영화,장편,캐나다,1,"7,000",1,0,0,액션,15세이상관람가,일반영화
11660,프로젝트 : 에덴,"애슐리 젠슨,테랜스 M. 영",,(주)디에이치미디어,(주)디에이치미디어,2018-10-06,개봉영화,장편,미국,1,"1,000",1,"1,000",1,SF,15세이상관람가,독립/예술영화
11661,프리랜서스,제시 테레로,,(주)누리픽쳐스,(주)누리픽쳐스,2018-02-21,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,독립/예술영화
11662,플라이트 7500,시미즈 다카시,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-12-16,개봉영화,장편,미국,1,"8,000",1,"8,000",1,미스터리,15세이상관람가,일반영화
11663,플러쉬,캐서린 하드윅,,(주)누리픽쳐스,(주)누리픽쳐스,2014-04-17,개봉영화,장편,미국,1,"8,000",1,"8,000",1,스릴러,청소년관람불가,일반영화
11664,플레어,유키치 오츠카,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-14,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11665,플레이스 인 헬,데이비드 부어부어,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2016-07-14,개봉영화,장편,미국,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화
11666,플립,헤리스 데멜,,라인트리엔터테인먼트,라인트리엔터테인먼트,2016-02-25,개봉영화,장편,미국,1,"5,000",1,"5,000",1,드라마,청소년관람불가,일반영화
11667,피곤한 남편 대신 출장서비스,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11668,피라냐콘다,짐 위노스키,,(주)케이알씨지,(주)케이알씨지,2016-03-17,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
11669,피서지의 가정교사,스기야마 타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11670,피서지의 미인 유부녀,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11671,피스트 오브 러브,로버트 벤튼,그리네스트리트필름,(주)누리픽쳐스,(주)누리픽쳐스,2010-05-06,개봉영화,장편,미국,1,"7,000",1,"7,000",1,드라마,청소년관람불가,일반영화
11672,피아노 정사 레슨 - 불륜,에노모토 토시로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-13,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11673,피의 복수,두기봉,,페어팍스인터내셔날(주),페어팍스인터내셔날(주),2014-04-24,개봉영화,장편,홍콩,1,"8,000",1,"8,000",1,액션,청소년관람불가,일반영화
11674,피자배달은 핑계일뿐,스즈키 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-05-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11675,피치포크 살인사건,,,주식회사 레드아이스,주식회사 레드아이스,2018-12-31,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화
11676,피해자,크리스 아벨,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2016-07-14,개봉영화,장편,캐나다,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화
11677,픽업 아티스트,전도한,자작나무영화사,,골든타이드픽처스(주),2014-08-28,개봉영화,장편,한국,1,"8,000",1,"8,000",1,코미디,청소년관람불가,일반영화
11678,필드오브데드,다니엘 B. 이스크,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-02-04,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
11679,핑크 여친의 애집,호리이 아야,,(주)플라이어,(주)플라이어,2017-07-18,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
11680,핑크 침대의 변태성욕,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-22,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11681,핑크 팬티의 친구엄마,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11682,핑크빛 속옷의 새엄마,사루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11683,핑크빛 엄마 친구,사루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11684,핑크색 이불속의 정사,후지타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-03-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11685,핑크소파의 색녀발정,쿠라타 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11686,핑크속옷의 딸친구,키타로우 하루마,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11687,핑크원룸에 사는 여직원이 좋아서,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-11-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11688,핑크커튼 방의 사촌누나,후지모리 아키나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11689,하고 싶은 날 무삭제,장정관,(주)푸른별 엔터테인먼트,,(주)푸른별 엔터테인먼트,2017-04-20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11690,하고 싶은 날:보여주는 유부녀,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-07-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11691,하고 싶은 아내:내 아내와 해 주세요,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11692,하고 싶은 여자들,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-01-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11693,하고 싶은 유부녀,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11694,하고싶은 형수님:형의 선물,야노 티카라,,(주)영진크리에이티브,(주)영진크리에이티브,2018-01-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11695,하녀-기모노 섹스,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-16,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11696,하녀: 에나미,나카메구로 코우지,,(주)플라이어,(주)플라이어,2017-03-30,개봉영화,장편,일본,1,"8,000",1,0,0,드라마,청소년관람불가,일반영화
11697,하드 킬러스,매튜 존 피어슨,,(주)케이알씨지,(주)케이알씨지,2017-05-16,개봉영화,장편,뉴질랜드,1,"3,000",1,0,0,액션,청소년관람불가,독립/예술영화
11698,하드코어 미망인,세키네 카즈미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11699,하숙집 누나의 욕정,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-12-19,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11700,하숙집 러브스토리,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-12-23,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11701,하숙집 무삭제,경석호,영화사 인연,,(주)소나무픽쳐스,2015-09-09,개봉영화,장편,한국,1,"8,000",1,"8,000",1,멜로/로맨스,청소년관람불가,일반영화
11702,하숙집 미망인: 그룹섹스,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-09-23,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11703,하숙집 여자들 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-10-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11704,하숙집 여주인,이세 린타로,,(주)플라이어,(주)플라이어,2017-05-24,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
11705,하숙집 여주인의 목적-감독판,이민,(주)케이알씨지,,(주)케이알씨지,2018-04-10,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
11706,하숙집 여주인의 목적-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-12-26,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
11707,하숙집-미모의 여주인,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-17,개봉영화,장편,일본,1,"10,000",1,"10,000",1,멜로/로맨스,청소년관람불가,일반영화
11708,하숙집: 아줌마와 세 남자,시마무라 유키히코,,(주)영진크리에이티브,(주)영진크리에이티브,2017-02-10,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11709,하얀 여관주인의 피부,타니자키 오사무,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11710,하얀피부의 며느리,베타 타카오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
11711,하오의 음몽 무삭제판,아키야마 토요,,(주)케이알씨지,(주)케이알씨지,2015-12-03,개봉영화,장편,일본,1,"4,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
11712,하우 투 플랜 언 오지 인 어 스몰 타운,제레미 라론드,,(주)퍼스트런,(주)퍼스트런,2016-11-14,개봉영화,장편,캐나다,1,"5,000",1,0,0,코미디,청소년관람불가,일반영화
11713,하이 소사이어티,쥘리 로페스 퀴발,,(주)대양미디어,(주)대양미디어,2017-06-22,개봉영화,장편,프랑스,1,"6,000",1,0,0,드라마,청소년관람불가,독립/예술영화
11714,하이재킹: 비상착륙,빈센트 저우,,(주)소나무픽쳐스,(주)소나무픽쳐스,2018-12-18,개봉영화,장편,중국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화
