url_list,movie_names,kr_movie_names,director_list,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
/movie/bi/mi/basic.nhn?code=10250,해리가 샐리를 만났을 때,해리가 샐리를 만났을 때,로브 라이너,"빌리 크리스탈, 멕 라이언",8.91,759,96
/movie/bi/mi/basic.nhn?code=75217,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부,시기노 아키라,"야지마 아키코, 나라하시 미키, 후지와라 케이지",8.85,1191,100
/movie/bi/mi/basic.nhn?code=79439,수상한 고객들,수상한 고객들,조진모,류승범,8.62,3547,124
/movie/bi/mi/basic.nhn?code=72072,라스트 나잇,라스트 나잇,마시 태지딘,"키이라 나이틀리, 샘 워싱턴",8.09,596,90
/movie/bi/mi/basic.nhn?code=69989,토르: 천둥의 신,토르: 천둥의 신,케네스 브래너,"크리스 헴스워스, 나탈리 포트만, 톰 히들스턴",7.32,4420,112
/movie/bi/mi/basic.nhn?code=74621,적과의 동침,적과의 동침,박건용,"김주혁, 정려원, 유해진",7.51,1350,135
/movie/bi/mi/basic.nhn?code=54678,써커 펀치,써커 펀치,잭 스나이더,"에밀리 브라우닝, 애비 코니쉬, 지나 말론",6.95,2825,110
/movie/bi/mi/basic.nhn?code=46828,조한,조한,데니스 듀간,"아담 샌들러, 존 터투로",-,-,109
/movie/bi/mi/basic.nhn?code=76442,더 라이트: 악마는 있다,더 라이트: 악마는 있다,미카엘 하프스트롬,"안소니 홉킨스, 콜린 오도노휴, 앨리스 브라가",7.27,901,114
/movie/bi/mi/basic.nhn?code=78784,나는 아빠다,나는 아빠다,"전만배, 이세영","김승우, 손병호, 임하룡",5.66,816,99
/movie/bi/mi/basic.nhn?code=35621,프릭스,프릭스,엘로리 엘카엠,데이빗 아퀘트,7.11,393,99
/movie/bi/mi/basic.nhn?code=76456,한나,한나,조 라이트,"시얼샤 로넌, 에릭 바나, 케이트 블란쳇",6.15,1694,110
/movie/bi/mi/basic.nhn?code=74629,이그잼,이그잼,스튜어트 하젤딘,루크 마블리,6.53,582,97
/movie/bi/mi/basic.nhn?code=78475,엄마는 창녀다,엄마는 창녀다,이상우,"이상우, 이용녀",5.56,571,96
/movie/bi/mi/basic.nhn?code=52301,킬러 인사이드 미,킬러 인사이드 미,마이클 윈터바텀,"케이시 애플렉, 케이트 허드슨, 제시카 알바",4.98,373,109
/movie/bi/mi/basic.nhn?code=76309,플립,플립,로브 라이너,"매들린 캐롤, 캘런 맥오리피",9.25,3605,90
/movie/bi/mi/basic.nhn?code=10050,싸이코,싸이코,알프레드 히치콕,"안소니 퍼킨스, 베라 마일즈, 존 게빈",9.11,668,109
/movie/bi/mi/basic.nhn?code=73411,쿵푸팬더 2,쿵푸 팬더 2,여인영,"잭 블랙, 더스틴 호프만, 성룡",8.71,4031,91
/movie/bi/mi/basic.nhn?code=82428,소스 코드,소스 코드,던칸 존스,"제이크 질렌할, 미셸 모나한",8.98,5964,93
/movie/bi/mi/basic.nhn?code=76444,노미오와 줄리엣,노미오와 줄리엣,켈리 애스버리,"이준, 지연, 제임스 맥어보이",8.32,461,84
/movie/bi/mi/basic.nhn?code=79105,체포왕,체포왕,임찬익,"박중훈, 이선균",7.72,1791,117
/movie/bi/mi/basic.nhn?code=74295,레지던트,레지던트,안티 조키넨,"힐러리 스웽크, 제프리 딘 모건, 크리스토퍼 리",6.94,688,91
/movie/bi/mi/basic.nhn?code=76794,삼국지: 명장 관우,삼국지: 명장 관우,"맥조휘, 장문강","견자단, 강문",7.31,1786,110
/movie/bi/mi/basic.nhn?code=51690,싱글 맨,싱글 맨,톰 포드,"콜린 퍼스, 줄리안 무어",8.5,686,101
/movie/bi/mi/basic.nhn?code=27513,잔 다르크,잔 다르크,뤽 베송,"밀라 요보비치, 존 말코비치, 페이 더너웨이",8.1,438,155
/movie/bi/mi/basic.nhn?code=51443,캐리비안의 해적 4 - 낯선 조류,캐리비안의 해적: 낯선 조류,롭 마샬,"조니 뎁, 제프리 러쉬, 페넬로페 크루즈",8.09,5452,137
/movie/bi/mi/basic.nhn?code=73009,회초리,회초리,박광우,"안내상, 진지희",8.05,975,104
/movie/bi/mi/basic.nhn?code=36355,잭애스,잭애스,제프 트레마인,"조니 녹스빌, 밤 말게라",7.46,343,84
/movie/bi/mi/basic.nhn?code=74518,제인 에어,제인 에어,캐리 후쿠나가,"미아 와시코브스카, 마이클 패스벤더, 제이미 벨",7.81,670,115
/movie/bi/mi/basic.nhn?code=45939,리포 맨,리포 맨,미구엘 사포크닉,"주드 로, 포레스트 휘태커",-,-,120
/movie/bi/mi/basic.nhn?code=46810,케이스 39,케이스 39,크리스티앙 알바트,"르네 젤위거, 조델 퍼랜드",-,-,108
/movie/bi/mi/basic.nhn?code=35554,레인 오브 파이어,레인 오브 파이어,롭 보우먼,"크리스찬 베일, 매튜 맥커너히, 이자벨라 스코럽코",7.31,551,100
/movie/bi/mi/basic.nhn?code=76459,천녀유혼,천녀유혼,엽위신,"고천락, 유역비, 여소군",6.5,1046,98
/movie/bi/mi/basic.nhn?code=73689,혈투,혈투,박훈정,"박희순, 진구, 고창석",5.23,383,111
/movie/bi/mi/basic.nhn?code=10600,빅,빅,페니 마샬,톰 행크스,9.21,649,104
/movie/bi/mi/basic.nhn?code=12324,어 퓨 굿 맨,어 퓨 굿 맨,로브 라이너,"톰 크루즈, 잭 니콜슨, 데미 무어",9.16,715,137
/movie/bi/mi/basic.nhn?code=75378,파수꾼,파수꾼,윤성현,"이제훈, 서준영, 박정민",9.2,4026,117
/movie/bi/mi/basic.nhn?code=76347,엑스맨: 퍼스트 클래스,엑스맨: 퍼스트 클래스,매튜 본,"제임스 맥어보이, 마이클 패스벤더, 케빈 베이컨",9.04,6105,132
/movie/bi/mi/basic.nhn?code=41635,소중한 날의 꿈,소중한 날의 꿈,"안재훈, 한혜진","박신혜, 송창의, 오연서",8.59,1045,98
/movie/bi/mi/basic.nhn?code=73411,쿵푸 팬더 2,쿵푸 팬더 2,여인영,"잭 블랙, 더스틴 호프만, 성룡",8.71,4031,91
/movie/bi/mi/basic.nhn?code=29146,U-571,U-571,조나단 모스토우,"매튜 맥커너히, 빌 팩스톤, 하비 케이틀",8.82,554,115
/movie/bi/mi/basic.nhn?code=75744,옥희의 영화,옥희의 영화,홍상수,"정유미, 이선균, 문성근",8.11,495,80
/movie/bi/mi/basic.nhn?code=80626,링컨 차를 타는 변호사,링컨 차를 타는 변호사,브래드 퍼맨,"매튜 맥커너히, 마리사 토메이, 라이언 필립",8.18,1229,118
/movie/bi/mi/basic.nhn?code=75474,더 브레이브,더 브레이브,"에단 코엔, 조엘 코엔","맷 데이먼, 제프 브리지스, 조슈 브롤린",8.02,647,110
/movie/bi/mi/basic.nhn?code=79565,마마,마마,최익환,"엄정화, 김해숙, 유해진",7.9,651,110
/movie/bi/mi/basic.nhn?code=74101,황당한 외계인: 폴,황당한 외계인: 폴,그렉 모톨라,"사이먼 페그, 닉 프로스트, 제이슨 베이트먼",7.72,609,104
/movie/bi/mi/basic.nhn?code=74904,화이트: 저주의 멜로디,화이트: 저주의 멜로디,"김곡, 김선","은정, 황우슬혜, 메이다니",6.82,3706,106
/movie/bi/mi/basic.nhn?code=75697,정무문 : 100대 1의 전설,정무문 : 100대 1의 전설,유위강,"견자단, 서기",7.35,810,103
/movie/bi/mi/basic.nhn?code=70241,트랜스포머 3,트랜스포머 3,마이클 베이,"샤이아 라보프, 로지 헌팅턴 휘틀리, 조쉬 더하멜",7.06,13641,152
/movie/bi/mi/basic.nhn?code=79159,풍산개,풍산개,전재홍,"윤계상, 김규리",6.99,3943,121
/movie/bi/mi/basic.nhn?code=74528,모비딕,모비딕,박인제,"황정민, 진구, 김민희",7.3,1716,112
/movie/bi/mi/basic.nhn?code=77039,슈퍼 에이트,슈퍼 에이트,J.J. 에이브럼스,"조엘 코트니, 카일 챈들러, 엘르 패닝",6.84,2037,112
/movie/bi/mi/basic.nhn?code=69990,그린 랜턴: 반지의 선택,그린 랜턴: 반지의 선택,마틴 캠벨,"라이언 레이놀즈, 블레이크 라이블리",5.82,1490,117
/movie/bi/mi/basic.nhn?code=66506,프리스트,프리스트,스콧 찰스 스튜어트,"폴 베타니, 매기 큐",6.25,1448,87
/movie/bi/mi/basic.nhn?code=75597,헤드,헤드,조운,"박예진, 백윤식, 류덕환",4.82,600,100
/movie/bi/mi/basic.nhn?code=39512,크림슨 리버 2 - 요한 계시록의 천사들,크림슨 리버 2 - 요한 계시록의 천사들,올리비에 다한,"장 르노, 브누와 마지멜, 크리스토퍼 리",4.15,307,98
/movie/bi/mi/basic.nhn?code=84148,트루맛쇼,트루맛쇼,김재환,박나림,9.25,2120,70
/movie/bi/mi/basic.nhn?code=47528,해리 포터와 죽음의 성물 - 2부,해리 포터와 죽음의 성물 - 2부,데이빗 예이츠,"다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트",9.32,11970,131
/movie/bi/mi/basic.nhn?code=79749,고 녀석 맛나겠다,고 녀석 맛나겠다,후지모리 마사야,"야마구치 캇페이, 카토 세이시로",9.23,1135,89
/movie/bi/mi/basic.nhn?code=27899,성원,성원,마초성,"임현제, 장백지, 소영강",9.0,422,95
/movie/bi/mi/basic.nhn?code=76455,리오,리오,카를로스 살다나,"앤 해서웨이, 제시 아이젠버그",8.94,1277,96
/movie/bi/mi/basic.nhn?code=41585,마당을 나온 암탉,마당을 나온 암탉,오성윤,"문소리, 유승호, 최민식",8.88,5595,93
/movie/bi/mi/basic.nhn?code=74315,고지전,고지전,장훈,"신하균, 고수, 이제훈",8.66,10810,133
/movie/bi/mi/basic.nhn?code=31553,수취인불명,수취인불명,김기덕,"양동근, 반민정, 김영민",7.83,457,119
/movie/bi/mi/basic.nhn?code=76452,리미트리스,리미트리스,닐 버거,"브래들리 쿠퍼, 로버트 드 니로, 애비 코니쉬",8.19,2611,105
/movie/bi/mi/basic.nhn?code=75355,퀵,퀵,조범구,"이민기, 강예원, 김인권",7.85,9659,115
/movie/bi/mi/basic.nhn?code=72053,해리 브라운,해리 브라운,다니엘 바버,"마이클 케인, 에밀리 모티머",-,-,103
/movie/bi/mi/basic.nhn?code=78621,인시디어스,인시디어스,제임스 완,"패트릭 윌슨, 로즈 번, 바바라 허쉬",7.58,1931,102
/movie/bi/mi/basic.nhn?code=71941,테이커스,테이커스,존 루슨홉,"맷 딜런, 폴 워커, 이드리스 엘바",-,-,121
/movie/bi/mi/basic.nhn?code=68352,흑심모녀,흑심모녀,조남호,"심혜진, 김수미, 이상우",6.98,338,93
/movie/bi/mi/basic.nhn?code=36678,데어데블,데어데블,마크 스티븐 존슨,"벤 애플렉, 제니퍼 가너, 마이클 클락 던칸",7.04,504,102
/movie/bi/mi/basic.nhn?code=70395,초[민망한]능력자들,초[민망한]능력자들,그랜트 헤스로브,"조지 클루니, 제프 브리지스, 이완 맥그리거",6.23,506,93
/movie/bi/mi/basic.nhn?code=76348,퍼스트 어벤져,퍼스트 어벤져,조 존스톤,"크리스 에반스, 토미 리 존스, 휴고 위빙",7.78,4151,123
/movie/bi/mi/basic.nhn?code=79140,고양이: 죽음을 보는 두 개의 눈,고양이: 죽음을 보는 두 개의 눈,변승욱,"박민영, 김동욱, 김예론",5.08,1858,106
/movie/bi/mi/basic.nhn?code=16210,미세스 다웃파이어,미세스 다웃파이어,크리스 콜럼버스,"로빈 윌리엄스, 샐리 필드",9.35,858,125
/movie/bi/mi/basic.nhn?code=85094,명탐정 코난 : 침묵의 15분,명탐정 코난: 침묵의 15분,시즈노 코분,"타카야마 미나미, 야마자키 와카나",9.07,3352,109
/movie/bi/mi/basic.nhn?code=65893,개구쟁이 스머프,개구쟁이 스머프,라자 고스넬,"닐 패트릭 해리스, 소피아 베르가라",8.54,983,101
/movie/bi/mi/basic.nhn?code=80629,혹성탈출: 진화의 시작,혹성탈출: 진화의 시작,루퍼트 와이어트,"제임스 프랭코, 프리다 핀토, 앤디 서키스",8.76,7029,106
/movie/bi/mi/basic.nhn?code=32478,기사 윌리엄,기사 윌리엄,브라이언 헬겔랜드,"히스 레저, 마크 애디, 루퍼스 스웰",8.57,449,131
/movie/bi/mi/basic.nhn?code=79557,블라인드,블라인드,안상훈,"김하늘, 유승호",8.08,7635,111
/movie/bi/mi/basic.nhn?code=83084,최종병기 활,최종병기 활,김한민,"박해일, 류승룡, 김무열",7.87,14299,122
/movie/bi/mi/basic.nhn?code=71422,더 도어,더 도어,안노 사울,"매즈 미켈슨, 제시카 슈바르츠",8.01,546,103
/movie/bi/mi/basic.nhn?code=84505,별을 쫓는 아이:아가르타의 전설,별을 쫓는 아이:아가르타의 전설,신카이 마코토,"카네모토 히사코, 이리노 미유, 이노우에 카즈히코",7.93,1381,116
/movie/bi/mi/basic.nhn?code=66104,데드 사일런스,데드 사일런스,제임스 완,"마이클 페어먼, 앰버 발레타, 도니 월버그",-,-,90
/movie/bi/mi/basic.nhn?code=72562,푸른소금,푸른소금,이현승,"송강호, 신세경",7.07,4467,120
/movie/bi/mi/basic.nhn?code=52525,빨간 모자의 진실 2,빨간 모자의 진실 2,마이크 디사,"헤이든 파네티어, 에이미 포엘러, 빌 헤이더",6.35,491,84
/movie/bi/mi/basic.nhn?code=76443,드라이브 앵그리 3D,드라이브 앵그리 3D,패트릭 루지어,"니콜라스 케이지, 엠버 허드, 윌리암 피츠너",6.46,629,104
/movie/bi/mi/basic.nhn?code=76708,간츠,간츠,사토 신스케,"니노미야 카즈나리, 마츠야마 켄이치",6.29,699,130
/movie/bi/mi/basic.nhn?code=73396,두 여자,두 여자,정윤수,"신은경, 정준호, 심이영",6.55,434,105
/movie/bi/mi/basic.nhn?code=53076,링크,링크,우디 한,"류덕환, 곽지민, 김영재",6.41,444,105
/movie/bi/mi/basic.nhn?code=76369,카우보이 &amp; 에이리언,카우보이 &amp; 에이리언,존 파브로,"다니엘 크레이그, 해리슨 포드, 올리비아 와일드",5.74,958,118
/movie/bi/mi/basic.nhn?code=81784,기생령,기생령,고석진,"한은정, 이형석, 효민",4.33,854,92
/movie/bi/mi/basic.nhn?code=48246,7광구,7광구,김지훈,"하지원, 안성기, 오지호",3.34,20178,112
/movie/bi/mi/basic.nhn?code=73343,짐승,짐승,황유식,"정석원, 전세현",3.0,742,93
/movie/bi/mi/basic.nhn?code=22082,밴디트,-,-,-,-,-,-
/movie/bi/mi/basic.nhn?code=82432,헬프,헬프,테이트 테일러,"엠마 스톤, 비올라 데이비스, 옥타비아 스펜서",9.41,3680,146
/movie/bi/mi/basic.nhn?code=13172,미녀와 야수,미녀와 야수,"게리 트러스데일, 커크 와이즈","페이지 오하라, 로비 벤슨",9.23,652,85
/movie/bi/mi/basic.nhn?code=16521,라이온 킹 3D,라이온 킹,"로저 알러스, 롭 민코프","조나단 테일러 토마스, 매튜 브로데릭, 제임스 얼 존스",9.29,2222,89
/movie/bi/mi/basic.nhn?code=11002,혹성 탈출 1,혹성탈출,프랭클린 J. 샤프너,"찰톤 헤스톤, 로디 맥도웰, 킴 헌터",9.24,647,100
/movie/bi/mi/basic.nhn?code=75413,도가니,도가니,황동혁,"공유, 정유미",9.27,10213,125
/movie/bi/mi/basic.nhn?code=76460,리얼 스틸,리얼 스틸,숀 레비,"휴 잭맨, 에반젤린 릴리, 다코타 고요",9.06,12286,127
/movie/bi/mi/basic.nhn?code=66724,짱구는 못말려 극장판 : 태풍을 부르는 노래하는 엉덩이 폭탄!,짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,무토 유지,"야지마 아키코, 나라하시 미키, 후지와라 케이지",9.12,908,102
/movie/bi/mi/basic.nhn?code=82413,소울 서퍼,소울 서퍼,숀 맥나마라,"안나소피아 롭, 헬렌 헌트, 로레인 니콜슨",-,-,106
/movie/bi/mi/basic.nhn?code=29102,에린 브로코비치,에린 브로코비치,스티븐 소더버그,줄리아 로버츠,9.06,523,132
/movie/bi/mi/basic.nhn?code=76048,퍼펙트 게임,퍼펙트 게임,박희곤,"조승우, 양동근, 최정원",8.94,6102,127
/movie/bi/mi/basic.nhn?code=82219,오직 그대만,오직 그대만,송일곤,"소지섭, 한효주",9.13,7482,105
/movie/bi/mi/basic.nhn?code=80774,청원,청원,산제이 릴라 반살리,"리틱 로샨, 아이쉬와라 라이",8.88,840,126
/movie/bi/mi/basic.nhn?code=75217,짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부,짱구는 못말려 극장판: 초시공! 태풍을 부르는 나의 신부,시기노 아키라,"야지마 아키코, 나라하시 미키, 후지와라 케이지",8.85,1191,100
/movie/bi/mi/basic.nhn?code=81106,아더 크리스마스,아더 크리스마스,사라 스미스,"빌 나이, 제임스 맥어보이, 휴 로리",8.72,607,97
/movie/bi/mi/basic.nhn?code=80866,완득이,완득이,이한,"김윤석, 유아인",8.78,9642,107
/movie/bi/mi/basic.nhn?code=78681,인 어 베러 월드,인 어 베러 월드,수잔 비에르,"미카엘 페르스브렁, 트린 디어홈, 율리히 톰센",8.79,536,113
/movie/bi/mi/basic.nhn?code=74003,워리어,워리어,게빈 오코너,"톰 하디), 조엘 에저튼), 제니퍼 모리슨)",8.69,881,121
/movie/bi/mi/basic.nhn?code=53372,미션 임파서블 : 고스트 프로토콜,미션 임파서블 : 고스트 프로토콜,브래드 버드,"톰 크루즈, 제레미 레너",8.74,6705,132
/movie/bi/mi/basic.nhn?code=73075,노다메 칸타빌레 최종악장,노다메 칸타빌레 최종악장,"카와무라 야스히로, 타케우치 히데키","타마키 히로시, 우에노 주리",8.9,567,122
/movie/bi/mi/basic.nhn?code=78851,오싹한 연애,오싹한 연애,황인호,"손예진, 이민기",8.54,6861,114
/movie/bi/mi/basic.nhn?code=28267,플란다스의 개,플란다스의 개,봉준호,"이성재, 배두나",8.26,519,108
/movie/bi/mi/basic.nhn?code=78240,그을린 사랑,그을린 사랑,드니 빌뇌브,"루브나 아자발, 멜리사 디소르미스-폴린, 맥심 고데테",8.67,921,130
/movie/bi/mi/basic.nhn?code=75900,터커 &amp; 데일 Vs 이블,터커 &amp; 데일 Vs 이블,엘리 크레이그,"타일러 라빈, 알란 터딕",-,-,89
/movie/bi/mi/basic.nhn?code=69024,안경,안경,오기가미 나오코,"코바야시 사토미, 이치카와 미카코, 카세 료",8.65,635,106
/movie/bi/mi/basic.nhn?code=82142,파퍼씨네 펭귄들,파퍼씨네 펭귄들,마크 워터스,"짐 캐리, 칼라 구기노, 안젤라 랜즈베리",8.51,1987,95
/movie/bi/mi/basic.nhn?code=74736,챔프,챔프,이환경,"차태현, 유오성, 박하선",8.43,2061,133
/movie/bi/mi/basic.nhn?code=33048,몬테 크리스토 백작,몬테 크리스토 백작,케빈 레이놀즈,"제임스 카비젤, 가이 피어스, 리처드 해리스",8.5,431,131
/movie/bi/mi/basic.nhn?code=74453,"혜화,동","혜화,동",민용근,"유다인, 유연석",8.4,542,107
/movie/bi/mi/basic.nhn?code=47404,프로스트 VS 닉슨,프로스트 VS 닉슨,론 하워드,"프랭크 란젤라, 마이클 쉰",8.31,356,122
/movie/bi/mi/basic.nhn?code=78846,5050,50/50,조나단 레빈,"조셉 고든 레빗, 세스 로건",8.35,1289,100
/movie/bi/mi/basic.nhn?code=80628,카 2,카 2,"존 라세터, 브래드 루이스","오웬 윌슨, 마이클 케인",8.03,579,113
/movie/bi/mi/basic.nhn?code=24479,스타워즈 에피소드1 - 보이지 않는 위험 3D,스타워즈: 에피소드 1 -  보이지 않는 위험,조지 루카스,"리암 니슨, 이완 맥그리거, 나탈리 포트만",7.93,1111,131
/movie/bi/mi/basic.nhn?code=73508,셜록홈즈 : 그림자 게임,셜록홈즈 : 그림자 게임,가이 리치,"로버트 다우니 주니어, 주드 로",8.0,2861,128
/movie/bi/mi/basic.nhn?code=51443,캐리비안의 해적: 낯선 조류,캐리비안의 해적: 낯선 조류,롭 마샬,"조니 뎁, 제프리 러쉬, 페넬로페 크루즈",8.09,5452,137
/movie/bi/mi/basic.nhn?code=81478,투혼,투혼,김상진,"김주혁, 김선아, 오재무",7.94,1227,124
/movie/bi/mi/basic.nhn?code=75395,의뢰인,의뢰인,손영성,"하정우, 박희순, 장혁",8.07,4979,123
/movie/bi/mi/basic.nhn?code=72437,그로운 업스,그로운 업스,데니스 듀간,"아담 샌들러, 케빈 제임스",-,-,102
/movie/bi/mi/basic.nhn?code=78624,스테이크 랜드,스테이크 랜드,짐 미클,"코너 파올로, 닉 다미시",7.7,828,98
/movie/bi/mi/basic.nhn?code=51786,머니볼,머니볼,베넷 밀러,브래드 피트,8.37,2419,133
/movie/bi/mi/basic.nhn?code=68946,내겐 너무 사랑스러운 그녀,내겐 너무 사랑스러운 그녀,크레이그 질레스피,"라이언 고슬링, 에밀리 모티머",8.13,484,106
/movie/bi/mi/basic.nhn?code=84065,커플즈,커플즈,정용기,"김주혁, 이시영, 이윤지",7.94,1318,110
/movie/bi/mi/basic.nhn?code=34416,위 워 솔저스,위 워 솔저스,랜들 월리스,멜 깁슨,8.25,503,138
/movie/bi/mi/basic.nhn?code=29192,미션 투 마스,미션 투 마스,브라이언 드 팔마,게리 시나이즈,7.95,586,120
/movie/bi/mi/basic.nhn?code=80988,오늘,오늘,이정향,"송혜교, 남지현, 송창의",8.01,1180,119
/movie/bi/mi/basic.nhn?code=76295,스트레스를 부르는 그 이름 직장상사,스트레스를 부르는 그 이름 직장상사,세스 고든,"케빈 스페이시, 제니퍼 애니스톤, 콜린 파렐",7.7,816,98
/movie/bi/mi/basic.nhn?code=72062,이지 A,이지 A,윌 글럭,"엠마 스톤, 아만다 바인즈",-,-,106
/movie/bi/mi/basic.nhn?code=76966,무협,무협,진가신,"견자단, 금성무, 탕웨이",7.63,658,115
/movie/bi/mi/basic.nhn?code=80627,내 여자친구의 결혼식,내 여자친구의 결혼식,폴 페이그,"크리스틴 위그, 로즈 번, 마야 루돌프",7.57,621,124
/movie/bi/mi/basic.nhn?code=78161,통증,통증,곽경택,"권상우, 정려원, 마동석",7.83,2606,104
/movie/bi/mi/basic.nhn?code=46529,퍼니셔 2,퍼니셔 2,렉시 알렉산더,"레이 스티븐슨, 도미닉 웨스트",-,-,103
/movie/bi/mi/basic.nhn?code=80466,드라이브,드라이브,니콜라스 윈딩 레픈,"라이언 고슬링, 캐리 멀리건",8.03,1282,100
/movie/bi/mi/basic.nhn?code=76051,삼총사 3D,삼총사 3D,폴 앤더슨,"올랜도 블룸, 밀라 요보비치, 로건 레먼",7.3,1242,111
/movie/bi/mi/basic.nhn?code=57666,너를 잊지 않을 거야,너를 잊지 않을 거야,하나도 준지,"이태성, 오나가 마키",7.69,362,108
/movie/bi/mi/basic.nhn?code=80193,Mr. 아이돌,Mr. 아이돌,라희찬,"박예진, 지현우, 김수로",7.3,1483,114
/movie/bi/mi/basic.nhn?code=83017,특수본,특수본,황병국,"엄태웅, 주원, 정진영",6.97,2946,111
/movie/bi/mi/basic.nhn?code=76972,인 타임,인 타임,앤드류 니콜,"아만다 사이프리드, 저스틴 팀버레이크, 킬리언 머피",7.43,4585,109
/movie/bi/mi/basic.nhn?code=82188,카운트다운,카운트다운,허종호,"정재영, 전도연",7.38,1384,119
/movie/bi/mi/basic.nhn?code=71771,블리츠,블리츠,엘리어트 레스터,"제이슨 스타뎀, 패디 콘시딘, 에이단 길렌",6.94,580,97
/movie/bi/mi/basic.nhn?code=81316,티끌모아 로맨스,티끌모아 로맨스,김정환,"한예슬, 송중기",7.52,1841,114
/movie/bi/mi/basic.nhn?code=77753,더 킥,더 킥,프라차야 핀카엡,"조재현, 예지원, 나태주",6.95,921,105
/movie/bi/mi/basic.nhn?code=54414,스톤,스톤,존 커랜,"로버트 드 니로, 에드워드 노튼, 밀라 요보비치",7.14,444,105
/movie/bi/mi/basic.nhn?code=74567,브레이킹 던 part1,브레이킹 던 part1,빌 콘돈,"크리스틴 스튜어트, 로버트 패틴슨",7.01,3278,117
/movie/bi/mi/basic.nhn?code=82434,콜롬비아나,콜롬비아나,올리비에 메가턴,"조 샐다나, 마이클 바턴",7.47,1381,105
/movie/bi/mi/basic.nhn?code=86505,킬러 엘리트,킬러 엘리트,개리 맥켄드리,"제이슨 스타뎀, 클라이브 오웬, 로버트 드 니로",7.26,592,116
/movie/bi/mi/basic.nhn?code=82440,파라노말 액티비티 3,파라노말 액티비티 3,"헨리 유스트, 아리엘 슐만","케이티 피더스턴, 스프라그 그레이든",6.93,622,82
/movie/bi/mi/basic.nhn?code=86311,완벽한 파트너,완벽한 파트너,박헌수,"김영호, 김혜선, 김산호",6.87,1084,120
/movie/bi/mi/basic.nhn?code=77764,샤오린 : 최후의 결전,샤오린 : 최후의 결전,진목승,"유덕화, 성룡, 판빙빙",7.34,511,106
/movie/bi/mi/basic.nhn?code=51312,트리 오브 라이프,트리 오브 라이프,테렌스 맬릭,"브래드 피트, 숀 펜, 제시카 차스테인",7.0,661,137
/movie/bi/mi/basic.nhn?code=79425,행오버2,행오버 2,토드 필립스,"브래들리 쿠퍼, 에드 헬름스, 자흐 갈리피아나키스",6.93,585,102
/movie/bi/mi/basic.nhn?code=70995,틴틴 : 유니콘호의 비밀,틴틴 : 유니콘호의 비밀,스티븐 스필버그,"다니엘 크레이그, 제이미 벨, 앤디 서키스",7.32,1634,107
/movie/bi/mi/basic.nhn?code=31269,혹성 탈출,혹성 탈출,팀 버튼,"마크 월버그, 팀 로스, 헬레나 본햄 카터",7.09,449,104
/movie/bi/mi/basic.nhn?code=71628,마이웨이,마이웨이,강제규,"장동건, 오다기리 죠, 판빙빙",7.17,9481,137
/movie/bi/mi/basic.nhn?code=74799,파이널 데스티네이션 5,파이널 데스티네이션 5,스티븐 쿼일,"니콜라스 디아고스토, 엠마 벨, 토니 토드",6.51,888,95
/movie/bi/mi/basic.nhn?code=36959,성질 죽이기,성질 죽이기,피터 시걸,"아담 샌들러, 잭 니콜슨",6.74,376,106
/movie/bi/mi/basic.nhn?code=74627,신들의 전쟁,신들의 전쟁,타셈 싱,"헨리 카빌, 미키 루크, 프리다 핀토",6.44,3041,110
/movie/bi/mi/basic.nhn?code=33175,드림캐쳐,드림캐쳐,로렌스 캐스단,"모건 프리먼, 토마스 제인, 제이슨 리",6.82,516,133
/movie/bi/mi/basic.nhn?code=77147,어브덕션,어브덕션,존 싱글톤,"테일러 로트너, 시고니 위버, 릴리 콜린스",6.4,1055,105
/movie/bi/mi/basic.nhn?code=72177,너는 펫,너는 펫,김병곤,"김하늘, 장근석",6.25,3075,110
/movie/bi/mi/basic.nhn?code=69994,돈비 어프레이드-어둠 속의 속삭임,돈비 어프레이드-어둠 속의 속삭임,트로이 닉시,"케이티 홈즈, 가이 피어스",5.4,522,99
/movie/bi/mi/basic.nhn?code=83410,코쿠리코 언덕에서,코쿠리코 언덕에서,미야자키 고로,"나가사와 마사미, 오카다 준이치",6.04,1640,91
/movie/bi/mi/basic.nhn?code=74832,스크림 4G,스크림 4G,웨스 크레이븐,"니브 캠벨, 커트니 콕스, 데이빗 아퀘트",5.86,420,110
/movie/bi/mi/basic.nhn?code=32972,컨테이젼,컨테이젼,스티븐 소더버그,"마리옹 꼬띠아르 , 맷 데이먼, 로렌스 피시번",8.12,3624,103
/movie/bi/mi/basic.nhn?code=87571,부러진 화살,부러진 화살,정지영,"안성기, 박원상, 나영희",8.92,7363,100
/movie/bi/mi/basic.nhn?code=90388,코알라 키드 : 영웅의 탄생,코알라 키드 : 영웅의 탄생,이경호,"태민, 써니, 윤다훈",8.65,483,85
/movie/bi/mi/basic.nhn?code=83098,페이스 메이커,페이스 메이커,김달중,"김명민, 안성기, 고아라",8.84,3178,124
