url_list,movie_names,kr_movie_names,director_list,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
/movie/bi/mi/basic.nhn?code=56225,샬롯의 거미줄,샬롯의 거미줄,게리 위닉,"줄리아 로버츠, 다코타 패닝, 스티브 부세미",8.41,580,97
/movie/bi/mi/basic.nhn?code=51957,우리 집에 왜 왔니,우리 집에 왜 왔니,황수아,"박희순, 강혜정",8.32,2149,107
/movie/bi/mi/basic.nhn?code=39563,신암행어사,신암행어사,"시무라 조지, 안태근","구자형, 배정미, 전광주",8.16,921,86
/movie/bi/mi/basic.nhn?code=19333,더 게임,-,-,-,-,-,-
/movie/bi/mi/basic.nhn?code=31939,스워드피쉬,스워드피쉬,도미닉 세나,"존 트라볼타, 휴 잭맨, 할리 베리",8.17,529,99
/movie/bi/mi/basic.nhn?code=27404,4월 이야기,4월 이야기,이와이 슌지,"마츠 다카코, 다나베 세이치",8.21,1220,67
/movie/bi/mi/basic.nhn?code=37951,21 그램,21 그램,알레한드로 곤잘레스 이냐리투,"숀 펜, 베니시오 델 토로, 나오미 왓츠",8.19,816,126
/movie/bi/mi/basic.nhn?code=54871,일루셔니스트,일루셔니스트,닐 버거,"에드워드 노튼, 폴 지아마티, 제시카 비엘",8.23,3168,108
/movie/bi/mi/basic.nhn?code=41130,은하수를 여행하는 히치하이커를 위한 안내서,은하수를 여행하는 히치하이커를 위한 안내서,가스 제닝스,"샘 록웰, 모스 데프, 주이 디샤넬",8.01,1315,110
/movie/bi/mi/basic.nhn?code=65877,워터호스,워터호스,제이 러셀,"알렉스 에텔, 에밀리 왓슨",8.14,505,111
/movie/bi/mi/basic.nhn?code=38906,브리짓 존스의 일기 - 열정과 애정,브리짓 존스의 일기 - 열정과 애정,비번 키드론,"르네 젤위거, 휴 그랜트, 콜린 퍼스",8.2,892,107
/movie/bi/mi/basic.nhn?code=66834,원티드,원티드,티무르 베크맘베토브,"제임스 맥어보이, 모건 프리먼, 안젤리나 졸리",8.26,5449,110
/movie/bi/mi/basic.nhn?code=40917,폭력의 역사,폭력의 역사,데이빗 크로넨버그,"비고 모텐슨, 마리아 벨로, 윌리암 허트",8.04,718,95
/movie/bi/mi/basic.nhn?code=39902,프리즈 프레임,프리즈 프레임,존 심슨,"리 에반스, 이안 맥네이스",8.03,616,99
/movie/bi/mi/basic.nhn?code=42931,종려나무 숲,종려나무 숲,유상욱,"김민종, 김유미",8.25,438,108
/movie/bi/mi/basic.nhn?code=52553,향수,향수 - 어느 살인자의 이야기,톰 티크베어,"벤 위쇼, 더스틴 호프만",8.29,5189,146
/movie/bi/mi/basic.nhn?code=38823,불량 공주 모모코,불량 공주 모모코,나카시마 테츠야,"후카다 쿄코, 츠치야 안나",8.24,1639,103
/movie/bi/mi/basic.nhn?code=44910,김씨 표류기,김씨 표류기,이해준,"정재영, 정려원",8.73,7036,116
/movie/bi/mi/basic.nhn?code=13244,킬 빌 - 1부,킬 빌 - 1부,쿠엔틴 타란티노,우마 서먼,8.3,1885,110
/movie/bi/mi/basic.nhn?code=65473,호튼,호튼,"지미 헤이워드, 스티브 마티노","짐 캐리, 스티브 카렐",8.15,502,86
/movie/bi/mi/basic.nhn?code=61503,천사와 악마,천사와 악마,론 하워드,톰 행크스,8.15,4218,138
/movie/bi/mi/basic.nhn?code=43679,캐리비안의 해적 - 세상의 끝에서,캐리비안의 해적 - 세상의 끝에서,고어 버빈스키,"조니 뎁, 올랜도 블룸, 키이라 나이틀리",8.21,10189,168
/movie/bi/mi/basic.nhn?code=66510,스카우트,스카우트,김현석,"임창정, 엄지원",8.18,2131,94
/movie/bi/mi/basic.nhn?code=42810,트랜스포터 - 엑스트림,트랜스포터 - 엑스트림,루이스 리터리어,"제이슨 스타뎀, 앰버 발레타, 알레산드로 가스만",8.11,874,87
/movie/bi/mi/basic.nhn?code=42493,앙코르,앙코르,제임스 맨골드,"호아킨 피닉스, 리즈 위더스푼",8.17,693,135
/movie/bi/mi/basic.nhn?code=36839,코어,코어,존 아미엘,"아론 에크하트, 힐러리 스웽크, 딜로이 린도",8.22,1426,130
/movie/bi/mi/basic.nhn?code=61103,1번가의 기적,1번가의 기적,윤제균,"임창정, 하지원",8.2,4418,113
/movie/bi/mi/basic.nhn?code=44006,월레스와 그로밋 - 거대 토끼의 저주,월레스와 그로밋 - 거대 토끼의 저주,"닉 파크, 스티브 박스","피터 샐리스, 랄프 파인즈, 헬레나 본햄 카터",8.41,523,84
/movie/bi/mi/basic.nhn?code=19110,데드 얼라이브,데드 얼라이브,피터 잭슨,"티모시 밸미, 다이아나 페날베",8.0,460,85
/movie/bi/mi/basic.nhn?code=43844,저스트 라이크 헤븐,저스트 라이크 헤븐,마크 워터스,"리즈 위더스푼, 마크 러팔로",8.14,698,94
/movie/bi/mi/basic.nhn?code=38572,완벽한 그녀에게 딱 한가지 없는 것,완벽한 그녀에게 딱 한가지 없는 것,개리 위닉,"제니퍼 가너, 마크 러팔로",8.33,1126,98
/movie/bi/mi/basic.nhn?code=69467,서양골동양과자점 앤티크,서양골동양과자점 앤티크,민규동,"주지훈, 김재욱, 유아인",8.21,5046,109
/movie/bi/mi/basic.nhn?code=63017,라파예트,라파예트,토니 빌,제임스 프랭코,8.18,1143,120
/movie/bi/mi/basic.nhn?code=38384,우리 형,우리 형,안권태,"원빈, 신하균, 김해숙",8.39,2370,112
/movie/bi/mi/basic.nhn?code=17875,로미오와 줄리엣,로미오와 줄리엣,바즈 루어만,"레오나르도 디카프리오, 클레어 데인즈",8.02,982,120
/movie/bi/mi/basic.nhn?code=67294,나인,나인,롭 마샬,"다니엘 데이 루이스, 마리옹 꼬띠아르, 니콜 키드먼",6.73,3128,118
/movie/bi/mi/basic.nhn?code=24479,스타 워즈 에피소드 1 - 보이지 않는 위험,스타워즈: 에피소드 1 -  보이지 않는 위험,조지 루카스,"리암 니슨, 이완 맥그리거, 나탈리 포트만",7.93,1111,131
/movie/bi/mi/basic.nhn?code=62219,색즉시공 시즌 2,색즉시공 시즌 2,윤태윤,"임창정, 송지효",8.1,2533,115
/movie/bi/mi/basic.nhn?code=37243,오로라 공주,오로라 공주,방은진,"엄정화, 문성근",8.14,2293,106
/movie/bi/mi/basic.nhn?code=36676,태양의 눈물,태양의 눈물,안톤 후쿠아,브루스 윌리스,8.05,955,118
/movie/bi/mi/basic.nhn?code=66520,터미네이터: 미래전쟁의 시작,터미네이터: 미래전쟁의 시작,맥지,"크리스찬 베일, 샘 워싱턴, 안톤 옐친",8.18,8318,115
/movie/bi/mi/basic.nhn?code=66436,블레이즈 오브 글로리,블레이즈 오브 글로리,"조쉬 고든, 윌 스펙","윌 페렐, 존 헤저",-,-,93
/movie/bi/mi/basic.nhn?code=51781,슬픔보다 더 슬픈 이야기,슬픔보다 더 슬픈 이야기,원태연,"권상우, 이보영, 이범수",8.39,5286,105
/movie/bi/mi/basic.nhn?code=68063,작전명 발키리,작전명 발키리,브라이언 싱어,톰 크루즈,8.16,4661,120
/movie/bi/mi/basic.nhn?code=67614,언디스퓨티드 2,언디스퓨티드 2,아이삭 플로렌틴,"마이클 제이 화이트, 스콧 앳킨스",-,-,98
/movie/bi/mi/basic.nhn?code=43610,프라임 러브,프라임 러브,벤 영거,"우마 서먼, 브라이언 그린버그, 메릴 스트립",8.22,437,105
/movie/bi/mi/basic.nhn?code=36956,아라한 장풍대작전,아라한 장풍대작전,류승완,"류승범, 윤소이, 안성기",8.11,1773,114
/movie/bi/mi/basic.nhn?code=61845,천일의 스캔들,천일의 스캔들,저스틴 채드윅,"나탈리 포트만, 스칼렛 요한슨, 에릭 바나",8.2,1245,115
/movie/bi/mi/basic.nhn?code=34332,8명의 여인들,8명의 여인들,프랑소와 오종,"다니엘 다리우, 까뜨린느 드뇌브, 이자벨 위페르",8.01,390,110
/movie/bi/mi/basic.nhn?code=47364,디파이언스,디파이언스,에드워드 즈윅,"다니엘 크레이그, 리브 슈라이버, 제이미 벨",8.19,1022,136
/movie/bi/mi/basic.nhn?code=68945,허트 로커,허트 로커,캐서린 비글로우,"제레미 레너, 안소니 마키, 브라이언 게라그티",8.42,3118,130
/movie/bi/mi/basic.nhn?code=31922,달마야 놀자,달마야 놀자,박철관,"박신양, 정진영",8.38,689,95
/movie/bi/mi/basic.nhn?code=33837,바람의 파이터,바람의 파이터,양윤호,양동근,8.17,2135,120
/movie/bi/mi/basic.nhn?code=40516,두번째 사랑,두번째 사랑,김진아,"베라 파미가, 하정우, 데이비드 맥기니스",8.02,896,101
/movie/bi/mi/basic.nhn?code=39397,윔블던,윔블던,리처드 론크레인,"커스틴 던스트, 폴 베타니",8.1,699,98
/movie/bi/mi/basic.nhn?code=69770,쿵후 프리즌,쿵후 프리즌,롭 슈나이더,"롭 슈나이더, 데이빗 캐러딘",-,-,100
/movie/bi/mi/basic.nhn?code=38908,킹덤 오브 헤븐,킹덤 오브 헤븐,리들리 스콧,"올랜도 블룸, 에바 그린, 리암 니슨",8.57,3228,137
/movie/bi/mi/basic.nhn?code=38461,하나와 앨리스,하나와 앨리스,이와이 슌지,"아오이 유우, 스즈키 안, 카쿠 토모히로",8.11,1593,135
/movie/bi/mi/basic.nhn?code=37005,리지 맥과이어,리지 맥과이어,짐 펄,힐러리 더프,8.03,533,94
/movie/bi/mi/basic.nhn?code=38849,마인드헌터,마인드헌터,레니 할린,"발 킬머, 크리스찬 슬레이터, 캐서린 모리스",7.91,1837,105
/movie/bi/mi/basic.nhn?code=30300,스타 워즈 에피소드 2 - 클론의 습격,스타워즈 에피소드 2 - 클론의 습격,조지 루카스,"이완 맥그리거, 나탈리 포트만, 헤이든 크리스텐슨",7.77,645,142
/movie/bi/mi/basic.nhn?code=68052,트랜스포머: 패자의 역습,트랜스포머: 패자의 역습,마이클 베이,"샤이아 라보프, 메간 폭스, 휴고 위빙",8.11,15054,149
/movie/bi/mi/basic.nhn?code=58072,300,300,잭 스나이더,"제라드 버틀러, 레나 헤디",8.08,8262,116
/movie/bi/mi/basic.nhn?code=66751,노인을 위한 나라는 없다,노인을 위한 나라는 없다,"에단 코엔, 조엘 코엔","토미 리 존스, 하비에르 바르뎀, 조슈 브롤린",8.22,3702,122
/movie/bi/mi/basic.nhn?code=69040,21,21,로버트 루케틱,"짐 스터게스, 케이트 보스워스, 아론 유",8.05,1874,122
/movie/bi/mi/basic.nhn?code=57489,행운을 돌려줘,행운을 돌려줘,도날드 페트리,"린제이 로한, 크리스 파인",8.05,965,102
/movie/bi/mi/basic.nhn?code=42846,아이스 에이지 2,아이스 에이지 2,카를로스 살다나,"레이 로마노, 존 레귀자모, 데니스 리어리",7.96,697,90
/movie/bi/mi/basic.nhn?code=39863,연애의 목적,연애의 목적,한재림,"박해일, 강혜정",8.14,3417,121
/movie/bi/mi/basic.nhn?code=34532,냉정과 열정 사이,냉정과 열정 사이,나카에 이사무,"다케노우치 유타카, 진혜림",8.35,2215,124
/movie/bi/mi/basic.nhn?code=45535,헤어스프레이,헤어스프레이,아담 쉥크만,"니키 브론스키, 존 트라볼타, 퀸 라티파",8.25,2084,115
/movie/bi/mi/basic.nhn?code=37383,어깨동무,어깨동무,조진규,유동근,8.04,952,110
/movie/bi/mi/basic.nhn?code=39427,"안녕, 형아","안녕, 형아",임태형,박지빈,8.28,830,95
/movie/bi/mi/basic.nhn?code=57805,천하장사 마돈나,천하장사 마돈나,"이해영, 이해준",류덕환,8.13,3063,116
/movie/bi/mi/basic.nhn?code=31479,튜브,튜브,백운학,"김석훈, 배두나, 박상민",8.0,609,118
/movie/bi/mi/basic.nhn?code=65553,보이 걸 씽,보이 걸 씽,닉 허랜,"사마이어 암스트롱, 케빈 지거스",8.33,655,94
/movie/bi/mi/basic.nhn?code=33004,프린세스 다이어리,프린세스 다이어리,게리 마샬,"앤 해서웨이, 헤더 마타라조, 헥터 엘리존도",8.03,729,115
/movie/bi/mi/basic.nhn?code=60504,삼거리 극장,삼거리 극장,전계수,"김꽃비, 천호진",8.05,748,120
/movie/bi/mi/basic.nhn?code=44354,수면의 과학,수면의 과학,미셸 공드리,"가엘 가르시아 베르날, 샤를로뜨 갱스부르",7.94,1146,106
/movie/bi/mi/basic.nhn?code=33652,천년여우,천년여우,곤 사토시,"오리카사 후미코), 코야마 마미), 쇼지 미요코)",8.32,482,87
/movie/bi/mi/basic.nhn?code=62555,람보 4: 라스트 블러드,람보 4: 라스트 블러드,실베스터 스탤론,실베스터 스탤론,8.02,1102,91
/movie/bi/mi/basic.nhn?code=37686,마스터 앤드 커맨더: 위대한 정복자,마스터 앤드 커맨더: 위대한 정복자,피터 위어,"러셀 크로우, 폴 베타니",8.47,739,138
/movie/bi/mi/basic.nhn?code=38582,퀸카로 살아남는 법,퀸카로 살아남는 법,마크 워터스,린제이 로한,8.21,1633,97
/movie/bi/mi/basic.nhn?code=29550,엑스맨,엑스맨,브라이언 싱어,"패트릭 스튜어트, 휴 잭맨, 이안 맥켈런",8.05,886,104
/movie/bi/mi/basic.nhn?code=37869,라스트 사무라이,라스트 사무라이,에드워드 즈윅,톰 크루즈,8.02,1858,153
/movie/bi/mi/basic.nhn?code=39892,미스터 &amp; 미세스 스미스,미스터 &amp; 미세스 스미스,더그 라이만,"브래드 피트, 안젤리나 졸리",8.13,2823,119
/movie/bi/mi/basic.nhn?code=39614,쏘우,쏘우,제임스 완,"리 워넬, 캐리 엘위스, 대니 글로버",8.15,3936,100
/movie/bi/mi/basic.nhn?code=66464,벼랑 위의 포뇨,벼랑 위의 포뇨,미야자키 하야오,"나라 유리아, 도이 히로키, 야마구치 토모코",8.21,4710,100
/movie/bi/mi/basic.nhn?code=51018,인사동 스캔들,인사동 스캔들,박희곤,"김래원, 엄정화",7.99,3253,109
/movie/bi/mi/basic.nhn?code=67382,에반게리온: 서,에반게리온: 서,"마샤유키, 츠루마키 카즈야, 안노 히데아키","오가타 메구미, 하야시바라 메구미, 미츠이시 코토노",8.16,1196,98
/movie/bi/mi/basic.nhn?code=17462,무언의 목격자,무언의 목격자,안소니 월러,"마리나 슈디나, 페이 리플리, 에반 리처즈",8.16,615,90
/movie/bi/mi/basic.nhn?code=39618,머시니스트,머시니스트,브래드 앤더슨,"크리스찬 베일, 제니퍼 제이슨 리, 아이타나 산체스 지욘",8.03,1177,101
/movie/bi/mi/basic.nhn?code=53723,19,19,장용우,"T.O.P, 승리, 허이재",7.84,1677,103
/movie/bi/mi/basic.nhn?code=47036,닌자 어쌔신,닌자 어쌔신,제임스 맥티그,정지훈,7.89,8605,98
/movie/bi/mi/basic.nhn?code=37709,미스틱 리버,미스틱 리버,클린트 이스트우드,"숀 펜, 팀 로빈스, 케빈 베이컨",8.09,876,137
/movie/bi/mi/basic.nhn?code=31797,오션스 일레븐,오션스 일레븐,스티븐 소더버그,"조지 클루니, 브래드 피트, 앤디 가르시아",7.99,970,116
/movie/bi/mi/basic.nhn?code=37555,엘리펀트,엘리펀트,구스 반 산트,"알렉스 프로스트, 에릭 두런",7.98,578,81
/movie/bi/mi/basic.nhn?code=69776,뱅크 잡,뱅크 잡,로저 도널드슨,"제이슨 스타뎀, 세프론 버로우스, 스티븐 캠벨 무어",8.0,1561,111
/movie/bi/mi/basic.nhn?code=44864,히트맨,히트맨,자비에르 젠스,"티모시 올리펀트, 더그레이 스콧, 올가 쿠릴렌코",8.08,1384,92
/movie/bi/mi/basic.nhn?code=54290,팬도럼,팬도럼,크리스티앙 알바트,"데니스 퀘이드, 벤 포스터",8.22,2485,108
/movie/bi/mi/basic.nhn?code=56227,꿀벌 대소동,꿀벌 대소동,"스티브 히크너, 사이몬 J. 스미스","제리 세인펠드, 르네 젤위거",8.05,1296,88
/movie/bi/mi/basic.nhn?code=65540,바르게 살자,바르게 살자,라희찬,"정재영, 손병호",8.05,5098,102
/movie/bi/mi/basic.nhn?code=36720,오! 브라더스,오! 브라더스,김용화,"이정재, 이범수",8.21,541,110
/movie/bi/mi/basic.nhn?code=39134,빈 집,빈 집,김기덕,"이승연, 재희, 권혁호",7.95,1293,88
/movie/bi/mi/basic.nhn?code=52245,바스터즈: 거친 녀석들,바스터즈: 거친 녀석들,쿠엔틴 타란티노,"브래드 피트, 멜라니 로랑, 크리스토프 왈츠",8.36,4096,152
/movie/bi/mi/basic.nhn?code=33680,엑스페리먼트,엑스페리먼트,올리버 히르비겔,"모리츠 블라이브트로이, 마렌 에거트, 크리스찬 버켈",7.94,988,109
/movie/bi/mi/basic.nhn?code=36746,내셔널 트레져: 비밀의 책,내셔널 트레져: 비밀의 책,존 터틀타웁,"니콜라스 케이지, 저스틴 바사, 다이앤 크루거",7.97,2141,124
/movie/bi/mi/basic.nhn?code=43520,엑소시즘 오브 에밀리 로즈,엑소시즘 오브 에밀리 로즈,스콧 데릭슨,"로라 리니, 톰 윌킨슨, 캠벨 스코트",8.06,1137,119
/movie/bi/mi/basic.nhn?code=50903,해피 플라이트,해피 플라이트,야구치 시노부,"아야세 하루카, 다나베 세이치, 도키토 사부로",8.16,676,104
/movie/bi/mi/basic.nhn?code=37544,몽상가들,몽상가들,베르나르도 베르톨루치,"마이클 피트, 에바 그린, 루이 가렐",8.12,1200,114
/movie/bi/mi/basic.nhn?code=42842,유령 신부,유령 신부,"팀 버튼, 마이크 존슨","조니 뎁, 헬레나 본햄 카터",8.32,1501,77
/movie/bi/mi/basic.nhn?code=12103,샤이닝,샤이닝,스탠리 큐브릭,"잭 니콜슨, 셜리 듀발",-,-,144
/movie/bi/mi/basic.nhn?code=66584,레볼루셔너리 로드,레볼루셔너리 로드,샘 멘데스,"레오나르도 디카프리오, 케이트 윈슬렛",8.35,1350,118
/movie/bi/mi/basic.nhn?code=69099,P.S 아이 러브 유,P.S 아이 러브 유,리처드 라그라브네스,"힐러리 스웽크, 제라드 버틀러",8.35,1162,125
/movie/bi/mi/basic.nhn?code=36351,리크루트,리크루트,로저 도널드슨,"알 파치노, 콜린 파렐",7.9,614,114
/movie/bi/mi/basic.nhn?code=69207,원스 어폰 어 타임,원스 어폰 어 타임,정용기,"박용우, 이보영",7.99,4646,110
/movie/bi/mi/basic.nhn?code=54974,홍길동의 후예,홍길동의 후예,정용기,"이범수, 김수로, 성동일",7.77,2609,117
/movie/bi/mi/basic.nhn?code=38514,아이 인사이드,아이 인사이드,롤란드 수소 리흐터,"라이언 필립, 사라 폴리, 파이퍼 페라보",-,-,93
/movie/bi/mi/basic.nhn?code=36734,10일 안에 남자 친구에게 차이는 법,10일 안에 남자 친구에게 차이는 법,도날드 페트리,"매튜 맥커너히, 케이트 허드슨",8.08,566,115
/movie/bi/mi/basic.nhn?code=66686,Mr. 후 아 유,Mr. 후 아 유,프랭크 오즈,"매튜 맥퍼딘, 루퍼트 그레이브스",7.94,447,90
/movie/bi/mi/basic.nhn?code=65869,디스터비아,디스터비아,D.J. 카루소,"샤이아 라보프, 데이빗 모스, 사라 로머",7.95,4007,104
/movie/bi/mi/basic.nhn?code=36869,왓 어 걸 원츠,왓 어 걸 원츠,데니 고돈,"아만다 바인즈, 콜린 퍼스, 켈리 프레스턴",8.0,616,104
/movie/bi/mi/basic.nhn?code=13092,여선생 VS 여제자,여선생 VS 여제자,장규성,"염정아, 이세영, 이지훈",7.98,1378,109
/movie/bi/mi/basic.nhn?code=61823,나쵸 리브레,나쵸 리브레,자레드 헤스,잭 블랙,-,-,91
/movie/bi/mi/basic.nhn?code=65532,두 얼굴의 여친,두 얼굴의 여친,이석훈,"봉태규, 정려원",8.0,3215,117
/movie/bi/mi/basic.nhn?code=66118,브라보 마이 라이프,브라보 마이 라이프,박영훈,"백윤식, 임하룡, 박준규",8.01,555,120
/movie/bi/mi/basic.nhn?code=44982,오퍼나지 - 비밀의 계단,오퍼나지: 비밀의 계단,후안 안토니오 바요나,"벨렌 루에다, 페르난도 카요",8.01,1845,104
/movie/bi/mi/basic.nhn?code=62422,박물관이 살아있다!,박물관이 살아있다!,숀 레비,벤 스틸러,8.01,4721,108
/movie/bi/mi/basic.nhn?code=51317,시크릿,시크릿,윤재구,"차승원, 송윤아, 류승룡",7.59,2978,110
/movie/bi/mi/basic.nhn?code=43151,4 브라더스,4 브라더스,존 싱글톤,"마크 월버그, 타이레스, 안드레아 벤자민",7.97,601,108
/movie/bi/mi/basic.nhn?code=65513,"화성 아이, 지구 아빠","화성 아이, 지구 아빠",메노 메이제스,존 쿠삭,8.19,389,107
/movie/bi/mi/basic.nhn?code=35297,레지던트 이블 2,레지던트 이블 2,알렉산더 윗,"밀라 요보비치, 시에나 길로리, 오데드 페르",8.04,1645,95
/movie/bi/mi/basic.nhn?code=49835,모범시민,모범시민,F. 게리 그레이,"제이미 폭스, 제라드 버틀러",7.76,4729,107
/movie/bi/mi/basic.nhn?code=35623,바보,바보,김정권,"차태현, 하지원",8.05,3409,99
/movie/bi/mi/basic.nhn?code=45292,이글 아이,이글 아이,D.J. 카루소,"샤이아 라보프, 미셸 모나한",7.97,4478,117
/movie/bi/mi/basic.nhn?code=37491,거미숲,거미숲,송일곤,"감우성, 서정, 강경헌",7.95,856,112
/movie/bi/mi/basic.nhn?code=58280,짝패,짝패,류승완,"류승완, 정두홍, 이범수",7.92,3164,92
/movie/bi/mi/basic.nhn?code=46869,마다가스카 2,마다가스카 2,"에릭 다넬, 톰 맥그라스","벤 스틸러, 크리스 록, 데이빗 쉼머",7.87,1067,89
/movie/bi/mi/basic.nhn?code=39601,"사랑해, 말순씨","사랑해, 말순씨",박흥식,"문소리, 이재응, 윤진서",8.06,723,92
/movie/bi/mi/basic.nhn?code=37248,더 로드,더 로드,"장-바티스트 안드레아, 패브리스 카네파","레이 와이즈, 알렉산드라 홀든, 린 샤예",7.85,2129,82
/movie/bi/mi/basic.nhn?code=37644,자토이치,자토이치,기타노 다케시,기타노 다케시,8.01,570,116
/movie/bi/mi/basic.nhn?code=40887,미스터 주부퀴즈왕,미스터 주부퀴즈왕,유선동,"한석규, 신은경, 공형진",7.97,896,107
/movie/bi/mi/basic.nhn?code=17416,인디펜던스 데이,인디펜던스 데이,롤랜드 에머리히,"윌 스미스, 빌 풀만, 제프 골드브럼",8.14,1165,145
/movie/bi/mi/basic.nhn?code=58287,식스틴 블럭,식스틴 블럭,리차드 도너,브루스 윌리스,7.94,1056,101
/movie/bi/mi/basic.nhn?code=65090,밴티지 포인트,밴티지 포인트,피트 트레비스,"데니스 퀘이드, 매튜 폭스, 포레스트 휘태커",7.8,3143,90
/movie/bi/mi/basic.nhn?code=33834,사토라레,사토라레,모토히로 카츠유키,"안도 마사노부, 스즈키 쿄카, 우치야마 리나",7.9,591,129
/movie/bi/mi/basic.nhn?code=39102,태풍태양,태풍태양,정재은,"김강우, 천정명, 이천희",7.99,689,107
/movie/bi/mi/basic.nhn?code=43906,나나,나나,오오타니 켄타로,"나카시마 미카, 미야자키 아오이",7.99,1762,114
/movie/bi/mi/basic.nhn?code=37937,진주 귀걸이를 한 소녀,진주 귀걸이를 한 소녀,피터 웨버,"콜린 퍼스, 스칼렛 요한슨, 톰 윌킨슨",8.19,985,100
/movie/bi/mi/basic.nhn?code=46763,미스 페티그루의 어느 특별한 하루,미스 페티그루의 어느 특별한 하루,바랫 낼러리,"프란시스 맥도맨드, 에이미 아담스",8.01,437,91
/movie/bi/mi/basic.nhn?code=65341,히어로,히어로,스즈키 마사유키,"기무라 타쿠야, 마츠 다카코, 오츠카 네네",7.96,1350,129
/movie/bi/mi/basic.nhn?code=67785,눈에는 눈 이에는 이,눈에는 눈 이에는 이,"곽경택, 안권태","한석규, 차승원",7.88,3665,101
/movie/bi/mi/basic.nhn?code=60548,사랑할 때 이야기하는 것들,사랑할 때 이야기하는 것들,변승욱,"한석규, 김지수",7.89,809,114
/movie/bi/mi/basic.nhn?code=31917,패닉 룸,패닉 룸,데이빗 핀처,"조디 포스터, 포레스트 휘테커, 드와이트 요아캄",7.65,1138,110
/movie/bi/mi/basic.nhn?code=42841,레이크 하우스,레이크 하우스,알레한드로 아그레스티,"키아누 리브스, 산드라 블록",7.96,637,98
/movie/bi/mi/basic.nhn?code=35099,광복절 특사,광복절 특사,김상진,"설경구, 차승원, 송윤아",7.96,769,119
/movie/bi/mi/basic.nhn?code=40932,매치 포인트,매치 포인트,우디 앨런,"조나단 리스 마이어스, 스칼렛 요한슨, 브라이언 콕스",7.97,1199,123
/movie/bi/mi/basic.nhn?code=34190,품행 제로,품행 제로,조근식,"류승범, 임은경, 공효진",8.4,904,99
/movie/bi/mi/basic.nhn?code=45888,초감각 커플,초감각 커플,김형주,"진구, 박보영",7.73,1511,85
/movie/bi/mi/basic.nhn?code=67513,사랑의 레시피,사랑의 레시피,스콧 힉스,"캐서린 제타-존스, 아론 에크하트, 아비게일 브레스린",8.03,668,104
/movie/bi/mi/basic.nhn?code=31476,2009 로스트 메모리즈,2009 로스트 메모리즈,이시명,"장동건, 나카무라 토오루",8.06,998,134
/movie/bi/mi/basic.nhn?code=65967,주노,주노,제이슨 라이트맨,"엘렌 페이지, 마이클 세라, 제니퍼 가너",7.95,1175,95
/movie/bi/mi/basic.nhn?code=37883,해리 포터와 불의 잔,해리 포터와 불의 잔,마이크 뉴웰,"다니엘 래드클리프, 엠마 왓슨, 루퍼트 그린트",7.96,4387,156
/movie/bi/mi/basic.nhn?code=51460,자투라 - 스페이스 어드벤쳐,자투라 - 스페이스 어드벤쳐,존 파브로,"팀 로빈스, 조쉬 허처슨, 조나 보보",7.98,894,101
/movie/bi/mi/basic.nhn?code=66200,미스터 브룩스,미스터 브룩스,브루스 A. 에반스,"케빈 코스트너, 데미 무어, 데인 쿡",7.85,1308,120
/movie/bi/mi/basic.nhn?code=52413,불신지옥,불신지옥,이용주,"남상미, 류승룡, 김보연",7.92,2315,106
/movie/bi/mi/basic.nhn?code=52307,13구역: 얼티메이텀,13구역: 얼티메이텀,파트릭 알레산드렝,"시릴 라파엘리, 데이빗 벨",7.8,1373,100
/movie/bi/mi/basic.nhn?code=49692,아기와 나,아기와 나,김진영,"장근석, 문 메이슨, 송하윤",7.9,2511,98
/movie/bi/mi/basic.nhn?code=39862,인 굿 컴퍼니,인 굿 컴퍼니,폴 웨이츠,"데니스 퀘이드, 토퍼 그레이스, 스칼렛 요한슨",7.83,797,109
/movie/bi/mi/basic.nhn?code=24415,이벤트 호라이즌,-,-,-,-,-,-
/movie/bi/mi/basic.nhn?code=63027,어크로스 더 유니버스,어크로스 더 유니버스,줄리 테이머,"짐 스터게스, 에반 레이첼 우드",7.86,409,132
/movie/bi/mi/basic.nhn?code=58273,"연애, 그 참을 수 없는 가벼움","연애, 그 참을 수 없는 가벼움",김해곤,"김승우, 장진영",8.2,3266,125
/movie/bi/mi/basic.nhn?code=42795,스켈리톤 키,스켈리톤 키,이언 소프트리,"케이트 허드슨, 제나 로우랜즈, 피터 사스가드",7.87,1722,103
/movie/bi/mi/basic.nhn?code=46314,아이스케키,아이스케키,여인광,"박지빈, 신애라",7.88,726,95
/movie/bi/mi/basic.nhn?code=39360,콜래트럴,콜래트럴,마이클 만,"톰 크루즈, 제이미 폭스",8.04,1934,120
/movie/bi/mi/basic.nhn?code=47229,트와일라잇,트와일라잇,캐서린 하드윅,"크리스틴 스튜어트, 로버트 패틴슨",7.89,10351,121
/movie/bi/mi/basic.nhn?code=65213,헬보이 2: 골든 아미,헬보이 2: 골든 아미,길예르모 델 토로,"론 펄먼, 셀마 블레어, 더그 존스",8.01,1638,120
/movie/bi/mi/basic.nhn?code=48227,전우치,전우치,최동훈,"강동원, 김윤석, 임수정",8.2,19735,136
/movie/bi/mi/basic.nhn?code=37926,어린 신부,어린 신부,김호준,"김래원, 문근영",7.84,2638,115
/movie/bi/mi/basic.nhn?code=65064,가면,가면,양윤호,"김강우, 김규리, 이수경",7.8,1701,99
