순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,장르,등급,영화구분,screens,total_viewer,directors,main_actor_list,ntz_score_list,ntz_count_list,running_time_list
541,극장판 헬로카봇 : 백악기 시대,"최신규,김진철",(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),2018-08-01,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,758,874967,최신규,"이지현, 김용준, 양정화",9.24,2196,84
542,디스 민즈 워,맥지,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-02-29,개봉영화,장편,미국,액션,15세이상관람가,일반영화,351,873396,맥지,"리즈 위더스푼, 크리스 파인), 톰 하디",8.21,2837,97
545,열한시,김현석,"(주)파레토웍스,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-11-28,개봉영화,장편,한국,스릴러,15세이상관람가,일반영화,512,870785,김현석,"정재영, 최다니엘, 김옥빈",6.44,3678,99
546,몬스터 대학교,댄 스캔론,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-09-12,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,381,870065,댄 스캔론,"빌리 크리스탈, 존 굿맨, 스티브 부세미",8.76,1356,110
547,개구쟁이 스머프 2,라자 고스넬,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-08-01,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,478,869805,라자 고스넬,"크리스티나 리치, 닐 패트릭 해리스, 알란 커밍",7.83,409,104
548,미확인 동영상 : 절대클릭금지,김태경,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2012-05-30,개봉영화,장편,한국,공포(호러),15세이상관람가,일반영화,361,867386,김태경,"박보영, 주원, 강별",6.14,3515,93
549,오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-29,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,707,864757,케네스 브래너,"케네스 브래너, 페넬로페 크루즈, 윌렘 대포",7.99,4770,114
550,엑스맨: 다크 피닉스,사이먼 킨버그,,이십세기폭스코리아(주),이십세기폭스코리아(주),2019-06-05,개봉영화,장편,미국,액션,12세이상관람가,일반영화,991,862744,사이먼 킨버그,"제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스",5.96,4990,114
551,레전드 오브 타잔,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-06-29,개봉영화,장편,미국,액션,12세이상관람가,일반영화,593,858402,데이빗 예이츠,"알렉산더 스카스가드, 사무엘 L. 잭슨, 마고 로비",7.65,3409,109
552,살인의뢰,손용호,(주)미인픽쳐스,,씨네그루(주)다우기술,2015-03-12,개봉영화,장편,한국,범죄,청소년관람불가,일반영화,646,855980,손용호,"김상경, 김성균, 박성웅",6.71,4162,102
554,맨 인 블랙: 인터내셔널,F. 게리 그레이,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-06-12,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1151,851040,F. 게리 그레이,"크리스 헴스워스, 테사 톰슨",5.1,3523,115
555,좋아해줘,박현진,"리양필름(주),(주)제이케이필름",,씨제이이앤엠(주),2016-02-17,개봉영화,장편,한국,멜로/로맨스,12세이상관람가,일반영화,637,848148,박현진,"이미연, 최지우, 김주혁",8.25,3785,123
556,만추,김태용,(주)에스씨에스엔터테인먼트,,씨제이엔터테인먼트,2011-02-17,개봉영화,장편,한국,멜로/로맨스,15세이상관람가,일반영화,444,844103,김태용,"현빈, 탕웨이",7.39,5356,115
557,대립군,정윤철,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스",,이십세기폭스코리아(주),2017-05-31,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,809,837500,정윤철,"이정재, 여진구, 김무열",7.28,6270,130
558,존 카터: 바숨 전쟁의 서막,앤드류 스탠튼,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-08,개봉영화,장편,미국,SF,12세이상관람가,일반영화,508,837426,앤드류 스탠튼,"테일러 키취, 린 콜린스, 윌렘 대포",7.57,3420,132
559,체포왕,임찬익,(주)씨네이천,,롯데쇼핑㈜롯데엔터테인먼트,2011-05-04,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,407,831804,임찬익,"박중훈, 이선균",7.72,1791,117
560,손님,김광태,(주)유비유필름,,씨제이이앤엠(주),2015-07-09,개봉영화,장편,한국,판타지,15세이상관람가,일반영화,634,827918,김광태,"류승룡, 이성민, 천우희",6.48,6118,107
561,인시디어스 3,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-09,개봉영화,장편,미국,공포(호러),15세이상관람가,일반영화,409,825517,리 워넬,"스테파니 스콧, 더모트 멀로니, 린 샤예",6.83,2877,97
562,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2017-12-07,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,803,824079,김현호,"이선, 이미자, 함수정",9.18,3829,79
563,남쪽으로 튀어,임순례,"(주)영화사거미,필름트레인",,롯데쇼핑㈜롯데엔터테인먼트,2013-02-06,개봉영화,장편,한국,코미디,15세이상관람가,일반영화,428,821918,임순례,"김윤석, 오연수, 한예리",7.81,4989,121
564,베이비 드라이버,에드가 라이트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-09-14,개봉영화,장편,영국,액션,15세이상관람가,일반영화,778,821419,에드가 라이트,"안셀 엘고트, 케빈 스페이시, 릴리 제임스",7.99,4919,113
565,브리짓 존스의 베이비,샤론 맥과이어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-09-28,개봉영화,장편,미국,코미디,15세이상관람가,일반영화,509,820995,샤론 맥과이어,"르네 젤위거, 콜린 퍼스, 패트릭 뎀시",8.8,3848,123
567,틴틴 : 유니콘호의 비밀,스티븐 스필버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-12-07,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,644,814023,스티븐 스필버그,"다니엘 크레이그, 제이미 벨, 앤디 서키스",7.32,1634,107
568,하트 오브 더 씨,론 하워드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-12-03,개봉영화,장편,미국,액션,12세이상관람가,일반영화,535,809755,론 하워드,"크리스 헴스워스, 킬리언 머피, 벤 위쇼",8.18,2458,121
570,킹스 스피치,톰 후퍼,,(주)영화사그랑프리,(주)화앤담이엔티,2011-03-17,개봉영화,장편,영국,드라마,12세이상관람가,일반영화,317,806248,톰 후퍼,"콜린 퍼스, 제프리 러쉬, 헬레나 본햄 카터",8.31,1983,118
572,카트,부지영,(주)명필름,,(주)리틀빅픽쳐스,2014-11-13,개봉영화,장편,한국,드라마,12세이상관람가,일반영화,544,799275,부지영,"염정아, 문정희, 김영애",8.63,5287,104
573,A-특공대,조 카나한,듄 엔터테인먼트,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-06-10,개봉영화,장편,미국,액션,15세이상관람가,일반영화,330,791173,조 카나한,"리암 니슨, 브래들리 쿠퍼, 제시카 비엘",8.94,4329,119
574,화이트: 저주의 멜로디,"김곡,김선",(주)두엔터테인먼트,,씨제이이앤엠(주),2011-06-09,개봉영화,장편,한국,공포(호러),15세이상관람가,일반영화,305,790954,김곡,"은정, 황우슬혜, 메이다니",6.82,3707,106
575,상의원,이원석,"(주)영화사비단길,상의원문화산업전문(유)",,"(주)쇼박스,(주)와우픽쳐스",2014-12-24,개봉영화,장편,한국,사극,15세이상관람가,일반영화,466,790158,이원석,"한석규, 고수, 박신혜",7.84,4788,127
576,잭 리처,크리스토퍼 맥쿼리,파라마운트 픽쳐스,씨제이이앤엠(주),씨제이이앤엠(주),2013-01-17,개봉영화,장편,미국,액션,15세이상관람가,일반영화,431,784031,크리스토퍼 맥쿼리,"톰 크루즈, 로자먼드 파이크, 로버트 듀발",7.26,2847,130
577,관능의 법칙,권칠인,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2014-02-13,개봉영화,장편,한국,드라마,청소년관람불가,일반영화,591,773996,권칠인,"엄정화, 문소리, 조민수",7.65,1711,108
579,푸른소금,이현승,(주)미디어앤시네마스튜디오블루,,씨제이이앤엠(주),2011-08-31,개봉영화,장편,한국,액션,15세이상관람가,일반영화,476,771699,이현승,"송강호, 신세경",7.07,4467,120
580,나는 왕이로소이다,장규성,데이지엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2012-08-08,개봉영화,장편,한국,사극,12세이상관람가,일반영화,471,768971,장규성,"주지훈, 백윤식, 변희봉",7.42,3659,120
581,상류사회,변혁,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,2018-08-29,개봉영화,장편,한국,드라마,청소년관람불가,일반영화,867,768442,변혁,"박해일, 수애",4.23,5399,120
583,레슬러,김대웅,(주)안나푸르나필름,,롯데쇼핑㈜롯데엔터테인먼트,2018-05-09,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,957,765963,김대웅,"유해진, 김민재, 이성경",4.92,3334,110
586,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-03-29,개봉영화,장편,미국,SF,15세이상관람가,일반영화,807,764072,루퍼트 샌더스,스칼렛 요한슨,6.96,5053,107
587,리오 2,카를로스 살다나,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-01,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,598,761404,카를로스 살다나,"제시 아이젠버그, 앤 해서웨이, 저메인 클레멘트",8.3,2352,101
588,스플릿,최국희,오퍼스픽쳐스(유),,오퍼스픽쳐스(유),2016-11-09,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,702,757430,최국희,"유지태, 이정현, 이다윗",9.0,4469,121
590,주유소 습격사건 2,김상진,"㈜감독의집,(주)시네마서비스",,(주)시네마서비스,2010-01-21,개봉영화,장편,한국,액션,15세이상관람가,일반영화,322,742475,김상진,"지현우, 조한선, 문원주",4.67,2887,111
591,런던 해즈 폴른,바박 나자피,,우성엔터테인먼트,메가박스중앙(주)플러스엠,2016-03-10,개봉영화,장편,미국,액션,15세이상관람가,일반영화,523,731551,바박 나자피,"제라드 버틀러, 아론 에크하트, 모건 프리먼",7.36,2565,98
592,더 파이브,정연식,(주)시네마서비스,,씨제이이앤엠(주),2013-11-14,개봉영화,장편,한국,스릴러,청소년관람불가,일반영화,501,731212,정연식,"김선아, 온주완, 마동석",6.18,3767,123
594,스파이더맨: 뉴 유니버스,"밥 퍼시케티,피터 램지,로드니 로스맨",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-12-12,개봉영화,장편,미국,애니메이션,12세이상관람가,일반영화,722,723450,밥 퍼시케티,"샤메익 무어, 헤일리 스테인펠드, 니콜라스 케이지",9.21,5649,117
595,물괴,허종호,(주)태원엔터테인먼트,,"롯데컬처웍스(주)롯데엔터테인먼트,씨네그루(주)키다리이엔티",2018-09-12,개봉영화,장편,한국,액션,15세이상관람가,일반영화,1183,723414,허종호,"김명민, 김인권, 혜리",4.8,7548,105
596,미쓰백,이지원,영화사 배,,(주)리틀빅픽쳐스,2018-10-11,개봉영화,장편,한국,드라마,15세이상관람가,일반영화,638,720558,이지원,"한지민, 김시아, 이희준",9.09,8443,98
597,신데렐라,케네스 브래너,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-03-19,개봉영화,장편,미국,멜로/로맨스,전체관람가,일반영화,531,716386,케네스 브래너,"릴리 제임스, 리차드 매든, 케이트 블란쳇",8.36,2491,113
598,풍산개,전재홍,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),2011-06-23,개봉영화,장편,한국,드라마,청소년관람불가,일반영화,286,714102,전재홍,"윤계상, 김규리",6.99,3943,121
599,고질라,가렛 에드워즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-05-15,개봉영화,장편,미국,액션,12세이상관람가,일반영화,610,709734,가렛 에드워즈,"애런 존슨, 브라이언 크랜스톤, 엘리자베스 올슨",6.67,4579,123
603,트랜센던스,월리 피스터,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2014-05-14,개봉영화,장편,미국,SF,12세이상관람가,일반영화,417,696412,월리 피스터,"조니 뎁, 레베카 홀, 모건 프리먼",7.97,5104,119
604,통증,곽경택,"(주)트로피엔터테인먼트,(주)영화사축제,(주)미스터로맨스",,롯데쇼핑㈜롯데엔터테인먼트,2011-09-07,개봉영화,장편,한국,멜로/로맨스,15세이상관람가,일반영화,317,693101,곽경택,"권상우, 정려원, 마동석",7.83,2606,104
605,인페르노,론 하워드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-10-19,개봉영화,장편,미국,미스터리,15세이상관람가,일반영화,754,689071,론 하워드,"톰 행크스, 펠리시티 존스, 벤 포스터",7.79,2897,121
606,명탐정 피카츄,롭 레터맨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-05-09,개봉영화,장편,미국,액션,전체관람가,일반영화,817,686809,롭 레터맨,"라이언 레이놀즈, 저스티스 스미스",8.09,2182,104
607,스텝 업 3D,존 추,오프스프링,(주)나이너스엔터테인먼트,(주)화앤담이엔티,2010-08-05,개봉영화,장편,미국,드라마,12세이상관람가,일반영화,253,682712,존 추,"샤니 빈슨, 릭 말람브리, 애덤 G. 세바니",9.13,3569,107
608,픽셀,크리스 콜럼버스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-16,개봉영화,장편,미국,액션,12세이상관람가,일반영화,557,681945,크리스 콜럼버스,"아담 샌들러, 케빈 제임스, 미셸 모나한",7.6,3620,106
610,신비아파트: 금빛 도깨비와 비밀의 동굴,김병갑,"씨제이이앤엠(주),(주)칵테일 미디어",,씨제이이앤엠(주),2018-07-25,개봉영화,장편,한국,애니메이션,전체관람가,일반영화,762,678091,김병갑,"조현정, 김영은, 김채하",8.72,2140,68
611,트롤,"마이크 미첼,월트 도른",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2017-02-16,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,622,675966,마이크 미첼,"안나 켄드릭, 저스틴 팀버레이크, 주이 디샤넬",8.71,2002,92
613,고양이: 죽음을 보는 두 개의 눈,변승욱,파인하우스필름(주),,(주)넥스트엔터테인먼트월드(NEW),2011-07-07,개봉영화,장편,한국,공포(호러),15세이상관람가,일반영화,304,670295,변승욱,"박민영, 김동욱, 김예론",5.08,1858,106
614,패신저스,모튼 틸덤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,개봉영화,장편,미국,어드벤처,12세이상관람가,일반영화,608,668576,모튼 틸덤,"제니퍼 로렌스, 크리스 프랫, 마이클 쉰",7.99,5636,116
615,퍼스트맨,데이미언 셔젤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-10-18,개봉영화,장편,미국,SF,12세이상관람가,일반영화,1190,665364,데이미언 셔젤,"라이언 고슬링, 클레어 포이",6.96,4393,141
616,하늘에서 음식이 내린다면,"필 로드,크리스 밀러",소니 픽쳐스 애니메이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-02-11,개봉영화,장편,미국,애니메이션,전체관람가,일반영화,281,665096,필 로드,"빌 헤이더, 안나 페리스, 제임스 칸",8.25,1564,90
619,샤잠!,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-04-03,개봉영화,장편,미국,액션,12세이상관람가,일반영화,1148,656492,데이비드 F. 샌드버그,"제커리 레비, 애셔 앤젤",5.82,4912,132
620,날씨의 아이,신카이 마코토,,(주)미디어캐슬,"(주)미디어캐슬,워터홀컴퍼니(주)",2019-10-30,개봉영화,장편,일본,애니메이션,15세이상관람가,일반영화,716,655876,신카이 마코토,"심규혁, 김유림, 최한",7.94,5129,112
